trip_id,vehicle_type,fuel_type,road_type,time_of_day,weather,distance_km,avg_speed_kmph,traffic_level,ac_used,load_kg,engine_cc,tyre_pressure_ok,last_service_days,fuel_price_per_litre,driver_hours_today,idle_time_minutes,harsh_braking_count,rpm_avg,fuel_consumed_litres,trip_cost_inr,carbon_emission_kg,eco_score,trip_grade,fatigue_risk,ev_cost_per_trip,anomaly_flag
3982,Auto,Petrol,City,Evening,Clear,11.43,29.07,4,0,220.76,800,0,327,94.59,4.0,16.8,4,2254,0.402,38.03,0.929,49.8,D,36.0,13.72,0
3983,Car,Petrol,Mixed,Afternoon,Hot,68.36,21.52,4,0,251.86,2000,1,48,91.79,5.0,26.0,12,1704,22.302,2047.1,51.518,51.5,D,57.6,82.03,0
3984,Car,Petrol,City,Evening,Rain,1.78,48.02,3,1,37.89,1000,1,137,94.33,5.6,24.7,9,3293,0.422,39.81,0.975,56.5,C,58.0,2.14,0
3985,Auto,Petrol,City,Night,Fog,2.46,37.68,5,0,72.64,1500,0,104,102.71,5.7,18.1,11,1865,0.12,12.33,0.277,43.0,D,79.2,2.95,0
3986,SUV,Diesel,Mixed,Night,Rain,77.91,72.8,5,1,157.31,2500,0,119,101.72,4.8,43.6,14,2932,25.835,2627.94,69.238,18.3,F,77.6,93.49,0
3987,Car,Petrol,City,Night,Hot,8.37,28.61,2,1,501.99,2500,0,28,95.29,4.6,15.4,12,2243,3.921,373.63,9.058,47.4,D,77.4,10.04,0
3988,Bike,Petrol,Mixed,Evening,Fog,31.21,72.06,3,1,125.52,150,1,304,92.24,1.4,1.5,0,2405,0.384,35.42,0.887,70.7,B,11.4,37.45,0
3989,Car,Diesel,City,Evening,Clear,95.85,33.07,2,1,136.08,800,1,178,97.47,5.0,38.1,1,3375,14.717,1434.47,39.442,61.1,C,33.6,115.02,0
3990,Auto,CNG,Mixed,Night,Clear,98.54,59.57,2,1,296.71,150,0,178,92.29,11.9,41.9,7,3394,7.528,694.76,14.755,43.3,D,100.0,118.25,0
3991,Car,Petrol,Highway,Night,Rain,16.98,63.54,4,1,534.88,2500,1,10,101.67,5.8,21.9,6,2241,5.382,547.19,12.432,47.0,D,76.2,20.38,0
3992,Car,Petrol,Mixed,Afternoon,Rain,56.53,66.44,1,0,316.91,1500,1,327,99.7,4.8,3.7,11,1101,11.079,1104.58,25.592,64.2,C,55.6,67.84,1
3993,Truck,CNG,City,Night,Rain,56.36,23.25,3,1,47.61,1000,1,305,100.12,9.3,4.0,14,2912,19.348,1937.12,37.922,48.4,D,100.0,67.63,0
3994,Car,Petrol,City,Morning,Clear,45.79,32.6,1,1,111.86,150,1,360,95.05,10.7,25.6,11,1976,11.935,1134.42,27.57,51.2,D,91.8,54.95,0
3995,Bike,CNG,Mixed,Evening,Clear,92.55,29.41,4,1,513.48,1500,0,216,90.52,8.1,5.3,14,2438,3.603,326.14,7.062,33.2,F,84.0,111.06,0
3996,Bike,Petrol,Mixed,Afternoon,Rain,75.65,58.13,1,0,526.05,2500,0,8,103.83,4.6,8.8,4,1299,2.362,245.25,5.456,79.7,B,39.5,90.78,0
3997,Car,CNG,City,Evening,Fog,76.69,14.59,4,0,477.27,800,1,361,114.3,5.1,35.1,0,3795,25.483,2912.71,49.947,45.0,D,37.5,92.03,0
3998,Car,Petrol,City,Night,Fog,27.69,53.09,5,1,325.1,2000,1,111,106.06,5.3,10.0,9,2292,8.35,885.6,19.288,42.9,D,75.5,33.23,0
3999,Bike,CNG,City,Morning,Clear,44.0,15.61,4,1,263.49,800,0,42,111.98,1.7,17.4,1,2724,0.863,96.64,1.691,54.4,D,16.5,52.8,0
4000,Car,Petrol,City,Night,Clear,49.25,37.32,3,0,160.93,1000,1,165,90.6,6.7,16.7,4,1329,3.354,303.87,7.748,72.3,B,71.5,59.1,1
4001,Bike,Diesel,Highway,Evening,Clear,30.59,67.74,5,1,328.68,1000,1,346,89.64,2.6,19.8,10,1477,0.38,34.06,1.018,33.4,F,36.1,36.71,0
4002,Auto,Petrol,City,Afternoon,Clear,10.39,43.89,2,1,409.69,1200,1,43,108.68,8.2,18.9,7,2011,1.228,133.46,2.837,61.5,C,73.9,12.47,0
4003,Truck,Petrol,City,Evening,Clear,13.51,32.39,3,0,359.55,800,0,180,100.28,9.2,23.5,14,1459,4.771,478.44,11.021,39.2,F,94.6,16.21,0
4004,Car,Diesel,Highway,Afternoon,Fog,18.89,61.58,3,0,135.33,1500,1,187,110.33,7.3,23.9,0,3865,1.973,217.68,5.288,72.3,B,49.3,22.67,0
4005,Car,Petrol,City,Morning,Hot,21.16,72.4,3,0,541.86,1200,0,329,100.98,3.7,10.1,8,2687,7.485,755.84,17.29,41.2,D,41.3,25.39,0
4006,Car,CNG,Highway,Night,Clear,24.98,30.15,1,0,234.26,2500,1,239,90.02,9.9,6.7,1,1324,3.245,292.11,6.36,84.9,B,89.8,29.98,0
4007,Car,Petrol,Mixed,Night,Rain,26.29,34.05,1,0,530.94,150,1,253,100.25,2.8,8.4,6,3436,4.664,467.57,10.774,68.8,C,46.4,31.55,0
4008,Bike,CNG,City,Morning,Rain,46.12,63.71,2,1,238.47,1000,0,311,105.98,3.0,9.2,10,3773,1.108,117.43,2.172,45.8,D,41.5,55.34,0
4009,Bike,Petrol,Highway,Evening,Hot,51.45,91.97,1,1,23.07,1500,0,85,101.95,2.1,36.9,11,2563,1.097,111.84,2.534,54.1,D,33.0,61.74,0
4010,Car,CNG,City,Morning,Hot,31.58,26.61,3,0,442.77,100,1,183,93.86,9.2,41.9,3,3842,7.35,689.87,14.406,52.9,D,69.9,37.9,0
4011,Car,CNG,City,Night,Clear,90.82,64.92,4,0,552.08,1500,1,173,112.95,6.8,33.3,2,1930,17.729,2002.49,34.749,46.6,D,69.5,108.98,0
4012,Car,Petrol,City,Afternoon,Clear,55.76,86.87,2,1,152.86,150,0,240,105.97,1.8,1.9,13,2532,14.088,1492.91,32.543,53.0,D,37.7,66.91,1
4013,Bike,CNG,City,Night,Clear,78.96,48.19,2,1,325.49,1200,1,217,102.22,7.3,27.0,12,3593,1.049,107.23,2.056,48.6,D,100.0,94.75,0
4014,Car,Diesel,City,Evening,Rain,92.5,35.57,3,0,484.57,2500,1,292,100.82,10.4,35.1,3,3763,30.0,3024.6,80.4,47.8,D,73.4,111.0,0
4015,Bike,Petrol,City,Afternoon,Rain,17.15,66.02,5,1,192.65,800,1,117,104.54,5.7,23.5,9,1846,0.778,81.33,1.797,42.3,D,64.4,20.58,0
4016,Car,Diesel,Mixed,Evening,Clear,43.36,10.73,1,1,171.7,2500,0,204,100.54,10.1,3.6,4,850,7.294,733.34,19.548,72.2,B,78.6,52.03,0
4017,Auto,Petrol,Highway,Night,Hot,43.89,39.33,5,1,246.64,1000,1,326,96.33,11.3,23.0,0,1994,4.581,441.29,10.582,43.4,D,100.0,52.67,0
4018,Auto,Diesel,Mixed,Night,Clear,36.09,30.44,3,1,330.34,1000,0,202,98.49,3.6,28.7,5,2450,2.361,232.53,6.327,38.2,F,50.7,43.31,0
4019,Car,Petrol,Highway,Afternoon,Hot,1.88,27.54,5,0,331.52,1500,1,375,93.19,7.0,25.6,12,2453,0.1,9.32,0.231,31.4,F,76.5,2.26,0
4020,Car,Petrol,City,Evening,Clear,81.78,23.64,3,1,291.81,2000,0,375,108.56,10.7,32.5,4,3961,28.107,3051.3,64.927,38.3,F,82.7,98.14,0
4021,Bike,Petrol,City,Afternoon,Clear,12.04,72.12,1,1,492.2,150,0,308,109.77,7.5,12.0,1,2750,1.004,110.21,2.319,62.0,C,52.9,14.45,0
4022,Car,Diesel,City,Afternoon,Clear,99.55,91.09,1,1,91.75,1500,0,183,107.83,5.5,31.4,4,1663,12.867,1387.45,34.484,65.6,C,44.6,119.46,0
4023,Bike,CNG,City,Evening,Clear,77.52,41.48,2,0,51.1,2500,0,194,100.51,7.4,15.0,0,1332,3.601,361.94,7.058,77.6,B,45.7,93.02,1
4024,Auto,CNG,Highway,Afternoon,Fog,58.42,12.27,5,1,101.14,150,1,363,93.8,9.1,32.1,9,1601,8.048,754.9,15.774,27.1,F,78.7,70.1,0
4025,Bike,Petrol,Highway,Morning,Clear,16.31,70.55,5,0,422.4,1000,0,34,113.99,3.7,22.0,4,2324,2.102,239.61,4.856,50.7,D,31.1,19.57,1
4026,Auto,Petrol,City,Afternoon,Rain,52.02,54.82,5,0,87.15,1200,1,384,108.81,2.1,35.2,11,3952,6.798,739.69,15.703,34.4,F,33.6,62.42,0
4027,Car,Diesel,City,Night,Clear,26.85,70.96,5,1,193.7,800,1,169,108.95,2.7,22.6,6,3864,7.507,817.89,20.119,47.0,D,53.8,32.22,0
4028,Car,Diesel,City,Evening,Clear,25.98,64.37,4,0,527.81,1000,0,25,104.86,8.9,12.9,9,1148,5.109,535.73,13.692,44.0,D,81.3,31.18,0
4029,Truck,Petrol,City,Night,Fog,83.12,86.77,2,0,84.14,1000,1,362,95.62,1.8,44.5,11,1313,26.825,2565.01,61.966,49.2,D,58.7,99.74,0
4030,Car,Petrol,City,Morning,Hot,38.68,20.22,2,0,316.9,150,1,111,92.94,4.2,10.9,1,1308,5.129,476.69,11.848,83.1,B,26.5,46.42,0
4031,Bike,Petrol,Mixed,Morning,Clear,45.62,22.72,4,0,303.62,2500,0,343,91.02,10.1,18.1,5,2354,0.387,35.22,0.894,46.8,D,78.0,54.74,0
4032,Car,Petrol,City,Afternoon,Hot,84.45,37.72,5,1,20.43,800,1,98,104.83,10.7,34.9,11,2617,28.359,2972.87,65.509,41.5,D,97.8,101.34,0
4033,Car,Diesel,Highway,Night,Rain,9.69,50.75,4,1,69.25,1000,1,188,92.84,11.6,23.3,5,2184,2.841,263.76,7.614,54.9,D,100.0,11.63,0
4034,SUV,Petrol,City,Afternoon,Clear,59.87,88.54,5,0,570.24,150,1,124,98.13,7.5,30.7,0,1131,20.191,1981.34,46.641,46.2,D,50.6,71.84,0
4035,Car,CNG,City,Afternoon,Fog,58.24,86.91,4,1,576.62,100,1,359,110.13,3.2,22.0,6,2686,20.239,2228.92,39.668,35.0,F,35.4,69.89,0
4036,SUV,Petrol,Mixed,Night,Clear,43.1,83.85,2,0,524.8,2000,0,378,95.83,8.1,27.5,14,1749,14.732,1411.77,34.031,33.7,F,100.0,51.72,0
4037,SUV,Petrol,Highway,Morning,Clear,83.15,27.36,4,0,259.12,1000,0,172,95.17,2.7,23.1,1,1789,28.5,2712.34,65.835,54.7,D,14.3,99.78,0
4038,Truck,CNG,City,Morning,Rain,94.35,71.48,3,1,355.76,100,0,79,107.37,3.3,44.6,9,2736,30.0,3221.1,58.8,35.7,F,39.1,113.22,0
4039,Bike,Diesel,Mixed,Morning,Clear,47.07,41.36,5,0,494.49,800,0,238,102.06,11.2,9.3,11,1027,0.1,10.21,0.268,31.2,F,100.0,56.48,0
4040,Bike,Petrol,City,Evening,Clear,46.16,89.01,4,1,405.69,800,1,105,103.18,0.6,40.1,7,3724,1.503,155.08,3.472,38.8,F,18.1,55.39,0
4041,Auto,Diesel,City,Evening,Clear,50.7,26.66,5,1,537.08,1000,1,368,91.48,6.8,20.9,13,2818,9.098,832.29,24.383,21.2,F,72.8,60.84,0
4042,Car,Petrol,Mixed,Afternoon,Fog,72.59,20.29,1,0,189.44,2000,0,98,95.72,1.2,1.1,9,3461,10.661,1020.47,24.627,79.5,B,28.1,87.11,0
4043,Bike,Diesel,Highway,Evening,Rain,67.14,81.29,5,1,374.49,1500,0,77,97.97,3.1,44.0,3,3764,0.164,16.07,0.44,31.6,F,26.3,80.57,1
4044,Bike,Petrol,City,Evening,Clear,23.06,70.37,4,1,340.22,1200,0,185,114.19,4.6,39.1,12,2716,0.909,103.8,2.1,26.0,F,48.7,27.67,0
4045,Bike,Diesel,City,Night,Hot,7.33,79.46,5,1,590.76,2500,0,392,89.12,1.7,3.3,1,1570,0.1,8.91,0.268,34.0,F,29.4,8.8,0
4046,Bike,Petrol,Mixed,Afternoon,Clear,94.98,21.74,3,1,526.85,150,0,121,111.09,0.9,17.3,2,2063,3.314,368.15,7.655,53.9,D,8.2,113.98,0
4047,Car,Petrol,City,Afternoon,Rain,26.85,84.98,3,0,99.11,150,1,157,91.38,4.6,38.9,5,1177,5.912,540.24,13.657,60.0,C,42.3,32.22,1
4048,Bike,CNG,City,Night,Hot,64.22,66.95,4,1,35.34,1200,0,201,114.67,6.4,22.8,1,988,0.754,86.46,1.478,54.8,D,70.3,77.06,0
4049,Auto,Diesel,Highway,Morning,Fog,83.02,64.69,4,0,267.84,2000,0,190,93.21,9.8,41.6,2,2012,6.566,612.02,17.597,45.4,D,70.7,99.62,0
4050,Car,Petrol,Mixed,Night,Clear,30.73,58.68,5,1,327.31,100,1,394,95.81,4.4,26.8,10,3745,8.633,827.13,19.942,27.3,F,74.1,36.88,1
4051,SUV,Petrol,City,Morning,Rain,63.91,74.54,2,0,473.92,1500,1,153,110.4,4.1,36.4,4,3011,21.437,2366.64,49.519,58.0,C,39.6,76.69,0
4052,Bike,Petrol,Mixed,Afternoon,Clear,11.68,44.16,3,0,95.84,2500,0,397,97.67,0.6,20.3,10,2787,1.185,115.74,2.737,45.3,D,22.3,14.02,0
4053,Auto,Diesel,Highway,Afternoon,Rain,97.02,19.56,3,0,551.96,1500,0,399,105.5,7.6,4.2,3,2855,9.973,1052.15,26.728,49.5,D,60.0,116.42,0
4054,Bike,Diesel,City,Evening,Clear,6.76,54.92,1,1,342.95,800,1,294,103.77,9.3,10.2,5,3026,1.397,144.97,3.744,62.4,C,76.4,8.11,0
4055,Truck,Diesel,Highway,Evening,Clear,44.38,73.08,1,0,505.65,1000,0,29,106.53,0.5,6.1,3,2248,15.396,1640.14,41.261,76.5,B,10.9,53.26,0
4056,Car,Petrol,Mixed,Night,Clear,54.15,21.37,2,0,501.89,150,0,140,110.23,0.6,36.1,14,1318,16.478,1816.37,38.064,38.4,F,51.7,64.98,1
4057,Auto,Diesel,City,Evening,Clear,79.26,27.49,3,0,571.12,150,0,102,96.08,10.5,41.6,9,2503,8.576,823.98,22.984,41.6,D,93.4,95.11,1
4058,Car,Petrol,City,Afternoon,Rain,12.99,68.6,4,1,395.24,1000,1,64,111.59,3.7,10.4,0,2340,0.979,109.25,2.261,61.3,C,30.2,15.59,0
4059,Auto,Petrol,Mixed,Afternoon,Hot,44.64,31.46,3,1,470.3,1000,0,374,114.33,6.5,14.5,4,3984,6.699,765.9,15.475,45.4,D,60.3,53.57,1
4060,SUV,Diesel,Highway,Morning,Clear,30.67,22.78,4,1,492.32,150,1,230,106.16,8.1,33.3,14,3707,10.835,1150.24,29.038,23.7,F,85.7,36.8,0
4061,Car,CNG,City,Evening,Clear,31.89,85.38,4,0,280.87,150,0,129,103.28,7.9,19.5,4,1645,5.276,544.91,10.341,59.4,C,63.7,38.27,0
4062,Car,Diesel,Highway,Morning,Clear,78.1,22.0,2,0,259.37,150,1,22,114.55,6.9,36.5,5,2831,10.773,1234.05,28.872,68.2,C,57.2,93.72,1
4063,Truck,Diesel,Highway,Afternoon,Rain,1.54,37.94,3,0,567.97,1000,0,289,90.47,2.8,14.3,4,2651,1.038,93.91,2.782,55.5,C,25.5,1.85,0
4064,Car,Diesel,Mixed,Evening,Clear,75.16,45.27,5,0,40.18,1500,0,320,98.38,9.2,23.7,12,1591,25.931,2551.09,69.495,35.6,F,83.6,90.19,0
4065,Auto,CNG,Mixed,Morning,Clear,81.23,49.42,3,1,571.77,100,1,104,94.37,7.0,37.5,12,1529,7.382,696.64,14.469,29.7,F,67.9,97.48,0
4066,Car,Petrol,City,Afternoon,Clear,90.23,39.43,3,1,347.09,150,1,41,90.21,4.2,15.7,0,2148,11.454,1033.27,26.459,66.9,C,31.4,108.28,0
4067,Car,Petrol,City,Morning,Fog,63.06,87.39,1,0,176.81,2000,1,169,111.35,8.5,28.9,13,911,6.953,774.22,16.061,60.0,C,83.7,75.67,0
4068,SUV,CNG,Highway,Evening,Clear,34.01,65.3,2,1,334.32,2500,1,324,97.26,2.2,29.1,9,1767,13.234,1287.14,25.939,47.9,D,31.6,40.81,1
4069,Bike,CNG,City,Morning,Clear,43.3,39.28,5,1,382.67,2000,1,201,91.73,4.7,15.8,5,3590,2.631,241.34,5.157,39.1,F,43.2,51.96,0
4070,Auto,Petrol,Highway,Morning,Rain,97.0,39.12,5,1,66.47,100,1,21,98.34,2.8,33.5,9,3062,8.259,812.19,19.078,41.6,D,40.5,116.4,0
4071,Car,Petrol,City,Afternoon,Clear,88.24,51.76,5,1,401.95,150,0,249,98.25,4.6,23.8,12,1801,28.856,2835.1,66.657,22.2,F,55.0,105.89,0
4072,Bike,Petrol,City,Evening,Clear,46.89,10.93,4,1,541.55,1000,0,34,91.41,6.9,26.7,8,3128,2.897,264.81,6.692,36.9,F,57.5,56.27,0
4073,Bike,Petrol,City,Night,Clear,94.36,88.62,2,1,582.78,1200,0,222,102.37,5.8,17.6,8,2153,3.462,354.4,7.997,45.2,D,72.7,113.23,0
4074,Bike,CNG,Highway,Night,Hot,82.47,27.43,1,0,359.87,100,0,43,90.76,7.1,4.0,14,2093,3.126,283.72,6.127,58.0,C,100.0,98.96,0
4075,Bike,Petrol,Mixed,Morning,Clear,90.21,68.69,4,0,196.23,2000,0,303,93.47,4.0,31.4,0,3615,3.572,333.87,8.251,50.5,D,32.4,108.25,0
4076,Bike,CNG,City,Afternoon,Clear,68.61,75.66,5,1,338.08,2000,1,305,107.52,1.5,15.4,10,2145,3.133,336.86,6.141,35.5,F,36.7,82.33,0
4077,Bike,Petrol,City,Evening,Clear,85.91,79.98,4,1,1.71,2500,0,186,96.2,1.8,27.4,11,3997,4.19,403.08,9.679,37.7,F,34.4,103.09,1
4078,Car,Petrol,City,Afternoon,Hot,89.28,22.41,4,1,551.54,1200,0,329,105.42,4.7,40.9,0,2194,30.0,3162.6,69.3,33.4,F,30.0,107.14,0
4079,Truck,Petrol,Mixed,Evening,Clear,10.11,54.69,5,0,470.78,150,1,90,93.69,5.3,37.6,2,3010,2.183,204.53,5.043,49.0,D,40.8,12.13,0
4080,Car,Diesel,City,Afternoon,Rain,96.56,15.28,5,0,99.86,2000,0,288,102.29,8.8,28.3,12,3528,30.0,3068.7,80.4,35.8,F,83.8,115.87,1
4081,Bike,Diesel,Highway,Night,Fog,34.03,78.02,1,1,365.62,150,0,15,90.78,3.9,10.2,2,3817,1.274,115.65,3.414,69.6,C,56.2,40.84,0
4082,Car,Diesel,Highway,Night,Hot,44.55,50.32,2,0,12.36,1500,0,126,89.17,8.7,23.2,11,958,7.875,702.21,21.105,58.8,C,100.0,53.46,0
4083,Bike,Petrol,City,Night,Rain,79.4,21.79,3,1,129.63,1000,1,260,102.85,7.5,16.9,8,1034,3.023,310.92,6.983,51.9,D,98.3,95.28,0
4084,Truck,Petrol,Mixed,Afternoon,Clear,66.82,70.53,3,0,102.01,1200,0,215,109.01,3.8,26.6,3,851,22.312,2432.23,51.541,58.1,C,34.6,80.18,0
4085,Car,Petrol,City,Afternoon,Clear,89.41,36.81,3,0,93.69,1200,0,111,107.0,11.7,32.9,1,1482,10.988,1175.72,25.382,64.6,C,88.1,107.29,0
4086,Car,Petrol,Highway,Morning,Clear,40.66,17.96,1,0,331.26,150,1,218,108.87,3.6,32.7,3,2868,5.467,595.19,12.629,67.2,C,26.4,48.79,0
4087,Car,Diesel,City,Night,Rain,37.96,48.11,4,0,578.66,2500,1,269,101.09,6.6,2.6,8,3514,11.032,1115.22,29.566,51.3,D,88.3,45.55,1
4088,Bike,Diesel,City,Morning,Rain,4.14,28.47,5,1,78.2,2000,0,376,106.81,10.2,16.8,5,2827,0.1,10.68,0.268,38.3,F,81.3,4.97,0
4089,Auto,Diesel,Highway,Afternoon,Fog,46.81,90.67,2,1,523.69,800,1,335,90.2,3.0,17.6,4,2381,3.796,342.4,10.173,49.5,D,28.2,56.17,0
4090,Car,Petrol,City,Evening,Clear,72.68,39.44,3,1,49.35,2000,1,348,110.55,1.3,8.4,5,3277,14.91,1648.3,34.442,60.0,C,16.1,87.22,0
4091,Truck,Petrol,Highway,Night,Rain,30.82,57.8,2,0,49.71,2000,0,362,97.15,6.1,21.9,14,2378,9.892,961.01,22.851,46.8,D,86.7,36.98,0
4092,Car,Petrol,Highway,Night,Hot,46.81,90.51,2,0,376.85,1500,1,312,111.6,7.6,12.6,11,988,8.617,961.66,19.905,53.5,D,96.3,56.17,0
4093,Bike,Petrol,Highway,Night,Hot,22.72,42.25,5,0,344.7,2000,1,69,103.6,1.9,15.6,6,3105,0.118,12.22,0.273,57.8,C,42.2,27.26,0
4094,SUV,Diesel,City,Night,Rain,77.51,39.16,1,0,206.54,800,0,122,90.7,1.7,25.8,1,1324,25.593,2321.29,68.589,74.5,B,37.7,93.01,0
4095,Car,Diesel,Highway,Night,Rain,6.99,22.13,5,0,320.03,1200,1,114,99.31,1.4,38.1,13,1567,3.409,338.55,9.136,37.8,F,54.9,8.39,0
4096,Bike,Petrol,Highway,Afternoon,Clear,70.83,89.63,1,1,452.95,2000,0,302,109.72,8.1,19.3,2,3392,1.057,115.97,2.442,59.0,C,60.2,85.0,0
4097,Car,Petrol,City,Night,Clear,38.52,77.66,4,1,463.98,1200,1,90,94.55,11.2,24.3,9,2114,10.782,1019.44,24.906,38.5,F,100.0,46.22,0
4098,Car,CNG,Highway,Night,Clear,5.12,27.23,2,0,7.19,2000,1,348,92.92,11.1,35.8,2,1444,1.264,117.45,2.477,70.3,B,100.0,6.14,0
4099,Car,Diesel,Mixed,Morning,Clear,85.49,36.94,3,1,46.85,100,1,236,88.47,9.8,19.3,14,856,28.105,2486.45,75.321,46.2,D,95.5,102.59,0
4100,Car,Diesel,City,Evening,Clear,49.28,87.6,2,1,2.06,150,0,219,106.59,4.8,17.4,5,1662,7.327,780.98,19.636,60.4,C,41.5,59.14,0
4101,Bike,Petrol,Mixed,Night,Rain,60.33,54.74,5,1,9.38,800,0,146,98.14,7.1,30.0,13,2767,2.39,234.55,5.521,28.4,F,92.9,72.4,0
4102,Bike,Petrol,City,Morning,Rain,73.47,56.4,1,0,503.78,1000,1,352,92.73,12.0,12.2,1,2884,1.539,142.71,3.555,71.7,B,89.0,88.16,0
4103,Bike,CNG,City,Afternoon,Clear,65.85,64.39,4,1,50.13,2500,1,61,104.22,10.1,1.3,6,1909,2.819,293.8,5.525,59.6,C,83.0,79.02,0
4104,Car,Diesel,City,Morning,Clear,73.35,74.31,4,0,426.6,100,1,137,91.88,1.5,6.0,8,2311,10.417,957.11,27.918,54.5,D,25.4,88.02,0
4105,Car,Petrol,Highway,Night,Clear,76.47,89.72,1,0,588.02,800,0,55,107.57,0.5,12.4,2,1540,7.77,835.82,17.949,67.4,C,30.6,91.76,0
4106,Bike,Diesel,City,Morning,Clear,59.33,77.79,1,0,492.55,150,0,266,103.75,4.9,36.4,8,2550,0.1,10.38,0.268,47.6,D,51.0,71.2,0
4107,SUV,Diesel,Mixed,Morning,Clear,37.2,89.31,1,1,39.84,150,1,235,94.67,0.8,9.5,14,1983,12.484,1181.86,33.457,62.3,C,33.9,44.64,0
4108,Car,Petrol,Mixed,Afternoon,Hot,25.07,79.39,4,1,536.33,1500,1,93,111.61,9.3,27.9,11,869,8.411,938.75,19.429,35.8,F,85.3,30.08,0
4109,Auto,Petrol,Highway,Morning,Clear,90.39,12.04,2,0,574.9,150,0,205,103.09,7.5,13.9,5,3067,5.554,572.56,12.83,58.3,C,64.6,108.47,0
4110,Bike,Petrol,City,Afternoon,Clear,97.02,18.23,2,1,423.82,800,1,79,91.48,8.1,2.6,2,3759,3.796,347.26,8.769,71.1,B,62.9,116.42,0
4111,Bike,Petrol,Mixed,Afternoon,Clear,36.41,84.99,4,0,369.79,150,0,390,107.41,11.1,37.4,3,2851,0.1,10.74,0.231,38.4,F,84.6,43.69,0
4112,Bike,Diesel,Mixed,Morning,Rain,12.12,10.41,3,1,361.08,2000,0,308,96.49,11.8,42.0,13,2088,0.132,12.74,0.354,17.2,F,100.0,14.54,0
4113,Car,Petrol,City,Night,Rain,23.03,77.09,5,1,492.15,1500,0,323,108.92,4.2,7.5,12,3330,8.739,951.85,20.187,26.2,F,79.0,27.64,0
4114,Car,Diesel,Highway,Evening,Clear,67.4,81.94,4,1,332.07,1000,0,143,98.84,2.1,22.9,9,2770,22.67,2240.7,60.756,38.1,F,30.2,80.88,0
4115,Bike,CNG,Highway,Morning,Hot,18.12,44.15,3,0,200.27,2000,1,187,90.04,0.8,13.0,9,1210,0.122,10.98,0.239,63.1,C,22.6,21.74,0
4116,Car,Petrol,Highway,Morning,Fog,78.23,38.87,5,1,582.26,1500,0,50,105.02,10.5,24.7,5,2507,25.538,2682.0,58.993,35.8,F,80.9,93.88,0
4117,SUV,Petrol,City,Morning,Clear,92.38,24.91,2,1,29.07,150,0,127,96.38,3.8,31.6,14,3982,30.0,2891.4,69.3,42.0,D,55.1,110.86,0
4118,Bike,Diesel,City,Evening,Clear,96.4,12.26,1,0,399.21,100,0,226,113.43,0.9,44.3,9,2089,2.331,264.41,6.247,48.1,D,21.3,115.68,0
4119,Car,Diesel,City,Evening,Clear,1.92,72.85,5,1,351.38,1500,0,392,110.41,7.4,15.7,6,1039,0.744,82.15,1.994,29.2,F,62.9,2.3,0
4120,Truck,Diesel,City,Afternoon,Clear,95.86,14.41,1,0,383.49,1000,1,291,97.55,5.1,11.5,7,1759,30.0,2926.5,80.4,66.8,C,52.2,115.03,1
4121,Car,Petrol,Highway,Evening,Fog,74.28,90.19,3,0,385.32,2000,1,264,88.7,10.5,30.1,12,3020,21.849,1938.01,50.471,45.8,D,94.3,89.14,0
4122,Bike,Petrol,Mixed,Evening,Clear,9.32,33.82,4,0,74.12,100,0,287,102.52,1.7,37.9,6,3377,0.1,10.25,0.231,46.5,D,26.4,11.18,0
4123,Bike,Diesel,Mixed,Morning,Clear,42.11,77.1,4,1,80.11,1500,0,237,105.44,7.3,1.3,4,3690,0.1,10.54,0.268,54.0,D,55.7,50.53,0
4124,SUV,CNG,Highway,Afternoon,Clear,70.3,13.19,1,1,40.42,1500,0,312,106.43,9.6,2.0,5,1381,25.969,2763.88,50.899,67.6,C,77.7,84.36,1
4125,Truck,Petrol,Highway,Night,Clear,95.71,54.66,5,1,563.03,100,0,345,97.43,10.5,26.2,13,2097,30.0,2922.9,69.3,14.9,F,100.0,114.85,1
4126,Bike,CNG,City,Afternoon,Hot,17.25,38.37,5,1,365.94,2000,1,312,91.82,1.3,5.9,0,1898,0.1,9.18,0.196,47.7,D,12.3,20.7,0
4127,Bike,Petrol,Highway,Evening,Clear,13.65,10.61,3,0,46.27,2500,1,43,103.1,9.5,28.3,2,3681,0.1,10.31,0.231,74.4,B,73.2,16.38,0
4128,SUV,CNG,City,Evening,Clear,47.76,65.05,4,1,260.19,1200,1,146,101.16,9.6,25.5,13,2514,16.539,1673.09,32.416,37.6,F,90.6,57.31,0
4129,Car,Diesel,City,Morning,Rain,96.84,90.06,1,1,215.59,1200,0,372,114.84,3.5,36.1,7,1393,30.0,3445.2,80.4,39.8,F,39.3,116.21,1
4130,Car,Petrol,Highway,Night,Clear,97.17,8.94,2,0,88.92,150,0,42,103.52,4.0,35.9,2,2382,13.39,1386.13,30.931,66.8,C,49.6,116.6,0
4131,Car,Diesel,City,Night,Clear,23.56,31.53,4,0,493.21,1000,1,323,92.9,11.1,37.5,2,1582,8.32,772.93,22.298,42.4,D,100.0,28.27,0
4132,Car,Petrol,City,Night,Clear,32.62,69.21,4,0,465.36,2000,1,319,97.76,7.7,42.0,6,2209,11.135,1088.56,25.722,38.1,F,89.0,39.14,0
4133,Bike,Petrol,Mixed,Evening,Clear,90.9,83.8,3,0,278.44,800,1,94,102.34,0.9,26.6,11,3605,2.419,247.56,5.588,54.8,D,28.2,109.08,0
